docID,sentence,subject,predicate,object,root,synonyms,level,distance
10.1107/S160053681000228X,Further consolidation of the crystal structure is accomplished by extensive O mdash H,Further consolidation of the crystal structure,accomplished by,extensive O mdash H,accomplish,"{'action', 'attain', 'fulfil', 'accomplish', 'fulfill', 'achieve', 'reach', 'execute'}",3,20,crystal:0:structure:1:further:0:consolidation,extensive:2:o:1:mdash:0:h,is,3
10.1107/S0108767310034471,Accurate Debye ndash Waller DW factors and several lowindex structure factors of chemically ordered  beta NiAl at different temperatures have been measured using an offzoneaxis multibeam convergentbeam electron diffraction method,different temperatures,measured,electron diffraction method,measure,"{'quantify', 'value', 'evaluate', 'measure', 'appraise', 'valuate', 'assess'}",2,66,different:0:temperature,electron:0:diffraction:1:method,,8
10.1107/S0108767310034471,Accurate Debye ndash Waller DW factors and several lowindex structure factors of chemically ordered  beta NiAl at different temperatures have been measured using an offzoneaxis multibeam convergentbeam electron diffraction method,different temperatures,using,electron diffraction method,use,"{'practice', 'expend', 'utilize', 'habituate', 'use', 'employ', 'apply', 'utilise'}",2,66,different:0:temperature,electron:0:diffraction:1:method,,8
10.1107/S0108767310034471,The temperature dependences of DW factors of Ni and Al atoms are compared with previous experimental measurements and theoretical calculations,Al atoms,compared with,experimental measurements,compare,"{'compare', 'equate', 'liken'}",1,28,al:0:atom,experimental:0:measurement,are,4
10.1107/S0108767310034471,The temperature dependences of DW factors of Ni and Al atoms are compared with previous experimental measurements and theoretical calculations,Al atoms,compared with,previous experimental measurements and theoretical calculations,compare,"{'compare', 'equate', 'liken'}",2,19,al:0:atom,theoretical:0:calculation:1:previous:1:experimental:0:measurement,are,3
10.1107/S0108767310034471,The temperature dependences of DW factors of Ni and Al atoms are compared with previous experimental measurements and theoretical calculations,DW factors of Ni and Al atoms,compared with,previous experimental measurements and theoretical calculations,compare,"{'compare', 'equate', 'liken'}",3,19,al:0:atom:1:ni:2:dw:0:factor,theoretical:0:calculation:1:previous:1:experimental:0:measurement,are,3
10.1107/S0108767310034471,Structure factors are determined with an accuracy of 005 and compared with prior reports,Structure factors,determined with,prior reports,determine,"{'regulate', 'influence', 'find', 'decide', 'settle', 'learn', 'watch', 'fix', 'ascertain', 'limit', 'specify', 'see', 'set', 'mold', 'determine', 'shape'}",1,58,structure:0:factor,prior:0:report,are,10
10.1107/S0108767310034471,Structure factors are determined with an accuracy of 005 and compared with prior reports,Structure factors,compared with,prior reports,compare,"{'compare', 'equate', 'liken'}",1,58,structure:0:factor,prior:0:report,,10
10.1107/S0108767388012243,Expressions for Braggs law have been derived for the general case of Bragg diffraction in which an incident beam strikes a crystal surface at an angle  alpha  is then diffracted by planes inclined to the surface by  phiv  and leaves the same surface at an angle  beta ,crystal surface,diffracted by,angle  beta,diffract,{'diffract'},1,118,crystal:0:surface,angle:0:beta,,22
10.1107/S0108767388012243,Expressions for Braggs law have been derived for the general case of Bragg diffraction in which an incident beam strikes a crystal surface at an angle  alpha  is then diffracted by planes inclined to the surface by  phiv  and leaves the same surface at an angle  beta ,crystal surface,leaves,angle  beta,leaf,"{'leaf', 'thumb', 'riffle', 'riff', 'flip', 'flick'}",1,118,crystal:0:surface,angle:0:beta,,22
10.1107/S0108767388012243,Expressions for Braggs law have been derived for the general case of Bragg diffraction in which an incident beam strikes a crystal surface at an angle  alpha  is then diffracted by planes inclined to the surface by  phiv  and leaves the same surface at an angle  beta ,crystal surface,diffracted by,planes inclined to the surface by  ,diffract,{'diffract'},2,43,crystal:0:surface,surface:0:incline:1:plane,,8
10.1107/S0108767388012243,Expressions for Braggs law have been derived for the general case of Bragg diffraction in which an incident beam strikes a crystal surface at an angle  alpha  is then diffracted by planes inclined to the surface by  phiv  and leaves the same surface at an angle  beta ,planes inclined to the surface by  ,leaves,angle  beta,leaf,"{'leaf', 'thumb', 'riffle', 'riff', 'flip', 'flick'}",2,40,surface:0:incline:1:plane,angle:0:beta,,8
10.1107/S0021889890010822,Accurate measurement of the deviation from coincidence orientation for grain boundaries allows the intergranular dislocation structure to be predicted,grain boundaries,allows,dislocation structure,allow,"{'permit', 'admit', 'countenance', 'grant', 'leave', 'let', 'appropriate', 'allow', 'earmark', 'provide', 'reserve'}",1,26,grain:0:boundary,dislocation:0:structure,,3
10.1107/S0021889890010822,Accurate measurement of the deviation from coincidence orientation for grain boundaries allows the intergranular dislocation structure to be predicted,coincidence orientation for grain boundaries,allows,intergranular dislocation structure,allow,"{'permit', 'admit', 'countenance', 'grant', 'leave', 'let', 'appropriate', 'allow', 'earmark', 'provide', 'reserve'}",2,12,grain:0:boundary:1:coincidence:0:orientation,intergranular:1:dislocation:0:structure,,2
10.1107/S0021889890010822,Accurate measurement of the deviation from coincidence orientation for grain boundaries allows the intergranular dislocation structure to be predicted,deviation from coincidence orientation for grain boundaries,allows,intergranular dislocation structure,allow,"{'permit', 'admit', 'countenance', 'grant', 'leave', 'let', 'appropriate', 'allow', 'earmark', 'provide', 'reserve'}",3,12,grain:0:boundary:1:coincidence:0:orientation:2:deviation,intergranular:1:dislocation:0:structure,,2
10.1107/S0021889890010822,For hexagonal symmetry the deviation may generally be split into two components a pure rotation and a deformation,hexagonal symmetry,split into,pure rotation and a deformation,split,"{'part', 'rive', 'cleave', 'separate', 'divide', 'dissever', 'split', 'burst'}",1,60,hexagonal:0:symmetry,deformation:0:pure:0:rotation,be,10
10.1107/S0021889890010822,The precision on the elements of the rotation  ndash  axis and angle  ndash  depends strongly on the sharpness of the Kikuchi lines,rotation  ndash  ,depends,Kikuchi lines,depend,"{'calculate', 'bet', 'depend', 'reckon', 'count'}",1,64,rotation:0:ndash,kikuchi:0:line,,11
10.1107/S0021889890010822,The precision on the elements of the rotation  ndash  axis and angle  ndash  depends strongly on the sharpness of the Kikuchi lines,rotation  ndash  axis,depends,sharpness of the Kikuchi lines,depend,"{'calculate', 'bet', 'depend', 'reckon', 'count'}",2,43,rotation:0:ndash:1:axis,kikuchi:0:line:1:sharpness,,7
10.1107/S0021889890010822,The precision on the elements of the rotation  ndash  axis and angle  ndash  depends strongly on the sharpness of the Kikuchi lines,elements of the rotation  ndash  axis,depends,sharpness of the Kikuchi lines,depend,"{'calculate', 'bet', 'depend', 'reckon', 'count'}",3,43,rotation:0:ndash:1:axis:2:element,kikuchi:0:line:1:sharpness,,7
10.1107/S1600536811022756,The title compound Cu2C7H3NO42C12H12N6H2O2 middot H2O displays a discrete dinuclear structure in which the central CuII atom is fivecoordinated in a distorted squarebased pyramidal coordination geometry and the flexible ligand 14bis124triazol1ylmethylbenzene adopts a bismonodentate bridging mode linking the CuII atoms,title compound,displays,dinuclear structure,display,"{'reveal', 'expose', 'exhibit', 'show', 'display'}",1,56,title:0:compound,dinuclear:0:structure,,6
10.1107/S1600536811023282,In the crystal adjacent molecules are connected via intermolecular C mdash H,adjacent molecules,connected via,C mdash,connect,"{'connect', 'colligate', 'join', 'unite', 'associate', 'relate', 'link', 'tie'}",1,34,adjacent:0:molecule,c:0:mdash,are,4
10.1107/S1600536811023282,In the crystal adjacent molecules are connected via intermolecular C mdash H,adjacent molecules,connected via,C mdash H,connect,"{'connect', 'colligate', 'join', 'unite', 'associate', 'relate', 'link', 'tie'}",2,34,adjacent:0:molecule,c:0:mdash:1:h,are,4
10.1107/S1600536811023282,In the crystal adjacent molecules are connected via intermolecular C mdash H,adjacent molecules,connected via,intermolecular C mdash H,connect,"{'connect', 'colligate', 'join', 'unite', 'associate', 'relate', 'link', 'tie'}",3,19,adjacent:0:molecule,intermolecular:2:c:0:mdash:1:h,are,3
10.1107/S1600536811023282,Furthermore the crystal structure is stabilized by weak C mdash H,crystal structure,stabilized by,weak C mdash H,stabilize,"{'stabilise', 'steady', 'stabilize', 'brace'}",3,18,crystal:0:structure,weak:2:c:0:mdash:1:h,is,3
10.1107/S1600536811023142,The TeIV atom in the title compound TeC4H9C8H10BrCl2 or C12H19BrCl2Te is in a distorted  psi trigonal ndash bipyramidal geometry with the lone pair of electrons projected to occupy a position in the equatorial plane and with the Cl atoms being mutually trans 17248 emsp14 4 deg ,title compound,is in,lone pair,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",1,103,title:0:compound,lone:0:pair,,14
10.1107/S1600536811023142,The TeIV atom in the title compound TeC4H9C8H10BrCl2 or C12H19BrCl2Te is in a distorted  psi trigonal ndash bipyramidal geometry with the lone pair of electrons projected to occupy a position in the equatorial plane and with the Cl atoms being mutually trans 17248 emsp14 4 deg ,TeIV atom in the title compound,is in,ndash bipyramidal geometry,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",2,67,title:0:compound:1:teiv:0:atom,ndash:0:bipyramidal:1:geometry,,9
10.1107/S1600536811023142,The primary connections between layers are of the type C mdash H,primary connections,are of,C mdash,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",1,32,primary:0:connection,c:0:mdash,,6
10.1107/S1600536811023142,The primary connections between layers are of the type C mdash H,primary connections between layers,are of,C mdash H,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",2,17,layer:1:primary:0:connection,c:0:mdash:1:h,,4
10.1107/S1600536811023142,The primary connections between layers are of the type C mdash H,primary connections between layers,are of,type C mdash H,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",3,12,layer:1:primary:0:connection,type:2:c:0:mdash:1:h,,3
