10.1107/S160053681000228X,Further consolidation of the crystal structure is accomplished by extensive O mdash H,Further consolidation of the crystal structure,crystal:0:structure:1:further:0:consolidation,accomplished,extensive O mdash H,extensive:2:o:1:mdash:0:h,3,20,3,is
10.1107/S0108768199014020,The structure was then analyzed in terms of conformation and crystal packing and compared with those of the other known triglycerides,conformation and crystal,crystal:0:conformation,compared,known triglycerides,know:0:triglyceride,1,46,8,
10.1107/S0108768199014020,The structure was then analyzed in terms of conformation and crystal packing and compared with those of the other known triglycerides,conformation and crystal packing,crystal:0:conformation:1:pack,compared,known triglycerides,know:0:triglyceride,2,38,7,
10.1107/S0108768199014020,The structure was then analyzed in terms of conformation and crystal packing and compared with those of the other known triglycerides,terms of conformation and crystal packing,crystal:0:conformation:1:pack:2:term,compared,known triglycerides,know:0:triglyceride,3,38,7,
10.1107/S1399004714021245,In the present work EhIPPase has been biochemically identified and its crystal structure has been determined in the presence of Mg2 and PO43 minus  at 25 emsp14  Aring  resolution,present work,present:0:work,been,crystal structure,crystal:0:structure,1,52,7,has
10.1107/S1399004714021245,In the present work EhIPPase has been biochemically identified and its crystal structure has been determined in the presence of Mg2 and PO43 minus  at 25 emsp14  Aring  resolution,present work,present:0:work,identified,crystal structure,crystal:0:structure,1,52,7,
10.1107/S1399004714021245,In the present work EhIPPase has been biochemically identified and its crystal structure has been determined in the presence of Mg2 and PO43 minus  at 25 emsp14  Aring  resolution,present work,present:0:work,been,crystal structure,crystal:0:structure,1,52,7,has
10.1107/S1399004714021245,This enzyme was previously classified as a 3 prime 2 prime 5 prime bisphosphate nucleotidase in the NCBI but its biochemical activity and structural analysis suggest that this enzyme behaves more like an inositol polyphosphate 1phosphatase,structural analysis,structural:0:analysis,suggest,an inositol polyphosphate,inositol:0:polyphosphate,1,44,7,
10.1107/S1399004714021245,This enzyme was previously classified as a 3 prime 2 prime 5 prime bisphosphate nucleotidase in the NCBI but its biochemical activity and structural analysis suggest that this enzyme behaves more like an inositol polyphosphate 1phosphatase,structural analysis,structural:0:analysis,behaves,an inositol polyphosphate,inositol:0:polyphosphate,1,44,7,
10.1107/S1399004714021245,This enzyme was previously classified as a 3 prime 2 prime 5 prime bisphosphate nucleotidase in the NCBI but its biochemical activity and structural analysis suggest that this enzyme behaves more like an inositol polyphosphate 1phosphatase,biochemical activity and structural analysis,structural:0:analysis:1:biochemical:0:activity,suggest,an inositol polyphosphate,inositol:0:polyphosphate,2,44,7,
10.1107/S1399004714021245,This enzyme was previously classified as a 3 prime 2 prime 5 prime bisphosphate nucleotidase in the NCBI but its biochemical activity and structural analysis suggest that this enzyme behaves more like an inositol polyphosphate 1phosphatase,biochemical activity and structural analysis,structural:0:analysis:1:biochemical:0:activity,behaves,an inositol polyphosphate,inositol:0:polyphosphate,2,44,7,
10.1107/S1399004714021245,The ability of EhIPPase to hydrolyze the smaller Ins14P2 better than the bulkier 3 prime phosphoadenosine 5 prime phosphate PAP is explained on the basis of the orientations of aminoacid residues in the binding site,bulkier 3 prime,bulky:0:prime,explained,binding site,bind:0:site,1,115,18,is
10.1107/S1399004714021245,This structure is the first of its class to be determined from any protozoan parasite and is the third to determined among all organisms following its rat and bovine homologues,protozoan parasite,protozoan:0:parasite,is,rat and bovine,bovine:0:rat,1,66,11,
10.1107/S1399004714021245,This structure is the first of its class to be determined from any protozoan parasite and is the third to determined among all organisms following its rat and bovine homologues,protozoan parasite,protozoan:0:parasite,is,rat and bovine,bovine:0:rat,1,66,11,
10.1107/S1399004714021245,This structure is the first of its class to be determined from any protozoan parasite and is the third to determined among all organisms following its rat and bovine homologues,protozoan parasite,protozoan:0:parasite,is,rat and bovine homologues,bovine:0:rat:1:homologue,2,66,11,
10.1107/S1399004714021245,This structure is the first of its class to be determined from any protozoan parasite and is the third to determined among all organisms following its rat and bovine homologues,protozoan parasite,protozoan:0:parasite,is,rat and bovine homologues,bovine:0:rat:1:homologue,2,66,11,
10.1107/S1399004714021245,However the ability of each enzyme class to act specifically on its cognate substrate is governed by the classspecific aminoacid residues at the active site,cognate substrate,cognate:0:substrate,governed,active site,active:0:site,1,60,9,is
10.1107/S1399004714021245,However the ability of each enzyme class to act specifically on its cognate substrate is governed by the classspecific aminoacid residues at the active site,the ability of each enzyme class to act specifically on its cognate substrate,cognate:0:substrate:1:specifically:0:act:2:enzyme:0:class:1:ability,governed,active site,active:0:site,3,60,9,is
10.1107/S090744490102039X,Crystals of the complex between the enzyme cytochrome c nitrite reductase NrfA and the membranebound quinol oxidase and electron carrier NrfH were grown by vapour diffusion using ammonium sulfate as a precipitant,electron carrier,electron:0:carrier,grown,vapour diffusion,vapour:0:diffusion,1,20,4,were
10.1107/S090744490102039X,Crystals of the complex between the enzyme cytochrome c nitrite reductase NrfA and the membranebound quinol oxidase and electron carrier NrfH were grown by vapour diffusion using ammonium sulfate as a precipitant,vapour diffusion,vapour:0:diffusion,using,ammonium sulfate,ammonium:0:sulfate,1,7,1,
10.1107/S090744490102039X,Crystals of the complex between the enzyme cytochrome c nitrite reductase NrfA and the membranebound quinol oxidase and electron carrier NrfH were grown by vapour diffusion using ammonium sulfate as a precipitant,enzyme cytochrome,enzyme:0:cytochrome,grown,vapour diffusion using ammonium sulfate as a precipitant,precipitant:1:ammonium:0:sulfate:2:vapour:0:diffusion,3,103,16,were
10.1107/S090744490102039X,NrfH represents a prototype of a large family of putative bacterial quinol oxidases the NapCNirT family which have been proposed to serve as electron donors for a variety of reductases,NirT family,nirt:0:family,been,electron donors,electron:0:donor,1,38,7,have
10.1107/S090744490102039X,Crystal growth of the NrfHA complex was strongly dependent on the presence of detergent the crystals grown belonged to space group I422,NrfHA complex,nrfha:0:complex,was,presence of detergent,detergent:0:presence,1,31,5,
10.1107/S090744490102039X,Crystal growth of the NrfHA complex was strongly dependent on the presence of detergent the crystals grown belonged to space group I422,crystals grown,grow:0:crystal,belonged,space group,space:0:group,1,13,2,
10.1107/S090744490102039X,Crystal growth of the NrfHA complex was strongly dependent on the presence of detergent the crystals grown belonged to space group I422,Crystal growth of the NrfHA complex,nrfha:0:complex:1:crystal:0:growth,was,presence of detergent,detergent:0:presence,2,31,5,
10.1107/S0108270197007531,3a10amethanobenzfazulen910Hone is shown to contain a C6 methoxylated aromatic ring and bears some resemblance to the ABC ring system of paclitaxel TaxolTM,aromatic ring,aromatic:0:ring,bears,ABC ring,abc:0:ring,1,35,6,
10.1107/S0108270197007531,3a10amethanobenzfazulen910Hone is shown to contain a C6 methoxylated aromatic ring and bears some resemblance to the ABC ring system of paclitaxel TaxolTM,methoxylated aromatic ring,methoxylat:1:aromatic:0:ring,bears,ABC ring system,abc:0:ring:1:system,2,35,6,
10.1107/S1600536804015806,Crystals of the title compound C11H11N3O3S2 were obtained from the sulfonylation reaction of 4methylthiazole5carbohydrazide with benzenesulfonic chloride,title compound,title:0:compound,obtained,sulfonylation reaction,sulfonylation:0:reaction,1,37,5,were
10.1107/S1600536804015806,The crystal packing is stabilized by intermolecular N mdash H,crystal packing,crystal:0:pack,stabilized,mdash H,mdash:0:h,1,35,5,is
10.1107/S1600536804015806,The crystal packing is stabilized by intermolecular N mdash H,crystal packing,crystal:0:pack,stabilized,N mdash H,n:1:mdash:0:h,2,33,4,is
10.1107/S1600536804015806,The crystal packing is stabilized by intermolecular N mdash H,crystal packing,crystal:0:pack,stabilized,intermolecular N mdash H,intermolecular:2:n:1:mdash:0:h,3,18,3,is
10.1107/S1600536809030499,In the title compound C25H21F2N3O5 the pyrimidine and difluorobenzyloxy rings are twisted away from the central quinoline ring system making dihedral angles of 546 emsp14 1 and 741 emsp14 1 deg  respectively,difluorobenzyloxy rings,difluorobenzyloxy:0:ring,twisted,central quinoline,central:0:quinoline,1,27,5,are
10.1107/S1600536809030499,In the title compound C25H21F2N3O5 the pyrimidine and difluorobenzyloxy rings are twisted away from the central quinoline ring system making dihedral angles of 546 emsp14 1 and 741 emsp14 1 deg  respectively,ring system,ring:0:system,making,dihedral angles,dihedral:0:angle,1,8,1,
10.1107/S1600536809030499,In the title compound C25H21F2N3O5 the pyrimidine and difluorobenzyloxy rings are twisted away from the central quinoline ring system making dihedral angles of 546 emsp14 1 and 741 emsp14 1 deg  respectively,pyrimidine and difluorobenzyloxy rings,difluorobenzyloxy:0:ring:1:pyrimidine,twisted,central quinoline ring system,central:0:quinoline:1:ring:0:system,2,27,5,are
10.1107/S1600536809030499,pi  interactions join adjacent chains forming a twodimensional layer parallel to 101,pi  interactions,pi:0:interaction,join,adjacent chains,adjacent:0:chain,1,6,1,
10.1107/S0567739481001307,On the basis of electrondensity considerations graphic explanations are given of triplets and positive and negative quartets,graphic explanations,graphic:0:explanation,given,positive and negative quartets,negative:0:positive:1:quartet,2,27,5,are
10.1107/S0567739481001307,On the basis of electrondensity considerations graphic explanations are given of triplets and positive and negative quartets,graphic explanations,graphic:0:explanation,given,triplets and positive and negative quartets,negative:0:positive:1:quartet:2:triplet,3,14,3,are
