subject,object,predicate,sentence,pred freq,sub freq,obj freq,distance,root,root freq,synonyms,sub term,obj term,level,doc ID
external action,barrier reaction,is assumed to,In this theory the force of external action is assumed to be equal to the Peierls barrier reaction,2,2,2,39,assume,8,"{'acquire', 'take', 'presume', 'feign', 'sham', 'assume', 'don', 'usurp', 'arrogate', 'seize', 'bear', 'accept', 'simulate', 'wear', 'adopt'}",external:0:action,barrier:0:reaction,1,10.1107/S0108767392008365
external action,barrier reaction,to be,In this theory the force of external action is assumed to be equal to the Peierls barrier reaction,22,2,2,39,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",external:0:action,barrier:0:reaction,1,10.1107/S0108767392008365
force of external action,Peierls barrier reaction,is assumed to,In this theory the force of external action is assumed to be equal to the Peierls barrier reaction,2,2,2,31,assume,8,"{'acquire', 'take', 'presume', 'feign', 'sham', 'assume', 'don', 'usurp', 'arrogate', 'seize', 'bear', 'accept', 'simulate', 'wear', 'adopt'}",external:0:action:1:force,peierls:1:barrier:0:reaction,2,10.1107/S0108767392008365
force of external action,Peierls barrier reaction,to be,In this theory the force of external action is assumed to be equal to the Peierls barrier reaction,22,2,2,31,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",external:0:action:1:force,peierls:1:barrier:0:reaction,2,10.1107/S0108767392008365
diffraction vectors,isosceles triangle,forms,The scalar relations between polarization components of three waves in the symmetrical case ie when the triplet of diffraction vectors forms an isosceles triangle are considered,19,1,1,10,form,90,"{'mould', 'forge', 'organise', 'organize', 'constitute', 'mold', 'imprint', 'spring', 'shape', 'form'}",diffraction:0:vector,isoscele:0:triangle,1,10.1107/S0108767304005884
polarization factors,trigonometric form,are given in,The polarization factors are given in simple trigonometric form as functions of the Bragg angle of principal reflection and of a crystallographic parameter which unambiguously describes such a threewave configuration,1,1,1,21,give,50,"{'hold', 'give', 'gift', 'afford', 'throw', 'have', 'present', 'yield', 'pay'}",polarization:0:factor,trigonometric:0:form,1,10.1107/S0108767304005884
title compound,mandelic acid,consists of,The title compound ZnC8H6O32C12H12N2n consists of ZnHopa2 H2opa  2hydroxy2phenylacetic acid or mandelic acid units bridged by 12di4pyridylethane bpe ligands forming a polymeric chain developing parallel to the b axis,35,195,1,77,consist,41,"{'lie', 'consist', 'belong', 'dwell', 'comprise'}",title:0:compound,mandelic:0:acid,1,10.1107/S1600536809030281
The bridging bpe ligand,mdash C bond,is arranged around,The bridging bpe ligand is arranged around a twofold axis passing through the middle of the ethane C mdash C bond,1,1,2,78,arrange,10,"{'put', 'arrange', 'order', 'coif', 'stage', 'coiffure', 'format'}",bpe:0:bridge:1:ligand,mdash:1:c:0:bond,2,10.1107/S1600536809030281
ZnII ion,O atoms,constructed by,The geometry around the ZnII ion is distorted octahedral constructed by four O atoms from two Hopa minus  ligands and two N atoms from two bridging bpe ligands,2,5,21,45,construct,5,"{'manufacture', 'construct', 'fabricate', 'retrace', 'reconstruct', 'build'}",znii:0:ion,o:0:atom,1,10.1107/S1600536809030281
geometry around the ZnII ion,Hopa minus  ligands,constructed by,The geometry around the ZnII ion is distorted octahedral constructed by four O atoms from two Hopa minus  ligands and two N atoms from two bridging bpe ligands,2,1,1,62,construct,5,"{'manufacture', 'construct', 'fabricate', 'retrace', 'reconstruct', 'build'}",znii:0:ion:1:geometry,hopa:0:minus:1:ligand,2,10.1107/S1600536809030281
cation and anion,centres of symmetry,located on,In the title salt ReO2C5H5N4I3 the cation and anion are both located on centres of symmetry,1,3,1,21,locate,24,"{'settle', 'situate', 'place', 'locate', 'site'}",anion:0:cation,symmetry:0:centre,1,10.1107/S1600536809030724
ReV atom,octahedral coordination,adopts,The ReV atom adopts a transReO2N4 octahedral coordination and short intramolecular C mdash H,30,1,9,22,adopt,39,"{'acquire', 'embrace', 'take', 'dramatise', 'dramatize', 'assume', 'borrow', 'follow', 'espouse', 'adopt'}",rev:0:atom,octahedral:0:coordination,1,10.1107/S1600536809030724
simple scheme,optical phase,is proposed for,Instead a simple scheme is proposed for undulators with many periods the undulator is divided into several segments and the optical phase in between is adjusted to shift the fundamental energy without significantly affecting other harmonics,4,2,2,101,propose,10,"{'aim', 'nominate', 'project', 'propose', 'suggest', 'advise', 'purport', 'purpose'}",simple:0:scheme,optical:0:phase,1,10.1107/S0909049502005472
simple scheme,optical phase,is divided into,Instead a simple scheme is proposed for undulators with many periods the undulator is divided into several segments and the optical phase in between is adjusted to shift the fundamental energy without significantly affecting other harmonics,1,2,2,101,divide,1,"{'dissever', 'split', 'disunite', 'fraction', 'separate', 'part', 'divide'}",simple:0:scheme,optical:0:phase,1,10.1107/S0909049502005472
optical phase,fundamental energy,is adjusted to,Instead a simple scheme is proposed for undulators with many periods the undulator is divided into several segments and the optical phase in between is adjusted to shift the fundamental energy without significantly affecting other harmonics,1,2,2,37,adjust,1,"{'adjust', 'adapt', 'aline', 'align', 'correct', 'conform'}",optical:0:phase,fundamental:0:energy,1,10.1107/S0909049502005472
optical phase,fundamental energy,to shift,Instead a simple scheme is proposed for undulators with many periods the undulator is divided into several segments and the optical phase in between is adjusted to shift the fundamental energy without significantly affecting other harmonics,1,2,2,37,shift,5,"{'pitch', 'transfer', 'dislodge', 'switch', 'stir', 'tilt', 'agitate', 'budge', 'reposition', 'lurch', 'wobble', 'careen', 'shift'}",optical:0:phase,fundamental:0:energy,1,10.1107/S0909049502005472
polydisperse systems,all particles have the same shape,be evaluated under,Smallangle scattering data from polydisperse systems can be evaluated under the assumption that all particles have the same shape and that the size distribution depends only on one linear size parameter R The shape of the particles is assumed to be known a priori,1,1,1,44,evaluate,8,"{'measure', 'value', 'appraise', 'evaluate', 'valuate', 'assess'}",polydisperse:0:system,shape:0:particle,1,10.1107/S0021889880011429
number of particles,transformation method,be computed from,The corresponding size distribution function for the number of particles DnR or for the volume DvR can be computed from the smeared unsmoothed scattering data by the indirect transformation method restricting the range of definition of the DR functions to a finite range Rmin  le  Rmax,2,1,1,103,compute,4,"{'cypher', 'calculate', 'compute', 'reckon', 'figure', 'cipher'}",particle:0:numb,transformation:0:method,1,10.1107/S0021889880011429
The corresponding size distribution function,unsmoothed scattering data,be computed from,The corresponding size distribution function for the number of particles DnR or for the volume DvR can be computed from the smeared unsmoothed scattering data by the indirect transformation method restricting the range of definition of the DR functions to a finite range Rmin  le  Rmax,2,1,1,88,compute,4,"{'cypher', 'calculate', 'compute', 'reckon', 'figure', 'cipher'}",correspond:0:size:1:distribution:0:function,unsmooth:1:scatter:0:datum,2,10.1107/S0021889880011429
real space,B spline,is given by,The resolution in real space is given by the distance of the knots of the B spline functions approximating the size distribution function,2,1,1,46,give,50,"{'hold', 'give', 'gift', 'afford', 'throw', 'have', 'present', 'yield', 'pay'}",real:0:space,b:0:spline,1,10.1107/S0021889880011429
resolution in real space,B spline functions,is given by,The resolution in real space is given by the distance of the knots of the B spline functions approximating the size distribution function,2,1,1,46,give,50,"{'hold', 'give', 'gift', 'afford', 'throw', 'have', 'present', 'yield', 'pay'}",real:0:space:1:resolution,b:0:spline:1:function,2,10.1107/S0021889880011429
B spline functions,size distribution function,approximating,The resolution in real space is given by the distance of the knots of the B spline functions approximating the size distribution function,1,1,1,19,approximate,4,"{'approximate', 'judge', 'guess', 'estimate', 'gauge'}",b:0:spline:1:function,size:1:distribution:0:function,2,10.1107/S0021889880011429
statistical error,inverted matrix,be computed,The propagated statistical error band in real space can be computed using the inverted matrix of the normal equations,2,2,2,46,compute,4,"{'cypher', 'calculate', 'compute', 'reckon', 'figure', 'cipher'}",statistical:0:error,invert:0:matrix,1,10.1107/S0021889880011429
statistical error,inverted matrix,using,The propagated statistical error band in real space can be computed using the inverted matrix of the normal equations,109,2,2,46,use,179,"{'utilize', 'expend', 'use', 'apply', 'utilise', 'habituate', 'practice', 'employ'}",statistical:0:error,invert:0:matrix,1,10.1107/S0021889880011429
statistical error band,inverted matrix of the normal equations,be computed,The propagated statistical error band in real space can be computed using the inverted matrix of the normal equations,2,2,2,41,compute,4,"{'cypher', 'calculate', 'compute', 'reckon', 'figure', 'cipher'}",statistical:0:error:1:band,normal:0:equation:1:invert:0:matrix,2,10.1107/S0021889880011429
statistical error band,inverted matrix of the normal equations,using,The propagated statistical error band in real space can be computed using the inverted matrix of the normal equations,109,2,2,41,use,179,"{'utilize', 'expend', 'use', 'apply', 'utilise', 'habituate', 'practice', 'employ'}",statistical:0:error:1:band,normal:0:equation:1:invert:0:matrix,2,10.1107/S0021889880011429
title compound,thiazolium base,comprises,The structure of the title compound C12H15ClN2OS I comprises a twisted thiazolium base that associates to a free Cl ion via N mdash H,11,195,1,36,comprise,12,"{'consist', 'be', 'represent', 'incorporate', 'constitute', 'comprise', 'contain'}",title:0:compound,thiazolium:0:base,1,10.1107/S1600536800017876
title compound,planar molecules,comprises,The structure of the title compound C15H13N3S comprises planar molecules,11,195,2,21,comprise,12,"{'consist', 'be', 'represent', 'incorporate', 'constitute', 'comprise', 'contain'}",title:0:compound,planar:0:molecule,1,10.1107/S1600536800019607
CuII atom,inversion center,is located on,In the crystal structure of the title compound CuC16H36N4C14H14O2PS22 the CuII atom is located on an inversion center and is chelated by four N atoms of the macrocyclic meso557121214,6,2,10,18,locate,24,"{'settle', 'situate', 'place', 'locate', 'site'}",cuii:0:atom,inversion:0:center,1,10.1107/S1600536809030037
inversion center,N atoms,is chelated by,In the crystal structure of the title compound CuC16H36N4C14H14O2PS22 the CuII atom is located on an inversion center and is chelated by four N atoms of the macrocyclic meso557121214,3,8,18,25,chelate,5,{'chelate'},inversion:0:center,n:0:atom,1,10.1107/S1600536809030037
phase information,measured reflectivity,to build,As usual in scattering experiments where the phase information is lost it is necessary to build a model that can be used to calculate the reflectivity for comparison with the measured reflectivity,4,4,2,113,build,9,"{'progress', 'establish', 'build', 'construct'}",phase:0:information,measure:0:reflectivity,1,10.1107/S0108767392013126
phase information,measured reflectivity,be used to,As usual in scattering experiments where the phase information is lost it is necessary to build a model that can be used to calculate the reflectivity for comparison with the measured reflectivity,8,4,2,113,use,179,"{'utilize', 'expend', 'use', 'apply', 'utilise', 'habituate', 'practice', 'employ'}",phase:0:information,measure:0:reflectivity,1,10.1107/S0108767392013126
calculated intensity,commercial silicon,is compared with,These factors are presented in this paper and the corrected calculated intensity is compared with the measured reflectivity of a commercial silicon wafer and of a niobium film on a sapphire substrate,2,1,1,49,compare,38,"{'compare', 'equate', 'liken'}",calculate:0:intensity,commercial:0:silicon,1,10.1107/S0108767392013126
corrected calculated intensity,commercial silicon wafer,is compared with,These factors are presented in this paper and the corrected calculated intensity is compared with the measured reflectivity of a commercial silicon wafer and of a niobium film on a sapphire substrate,2,1,1,49,compare,38,"{'compare', 'equate', 'liken'}",correct:1:calculate:0:intensity,commercial:0:silicon:1:wafer,2,10.1107/S0108767392013126
title compound,E isomer,exists as,In the title compound C7H6ClNO which exists as the E isomer the crystal packing is stabilized by intermolecular O mdash H,5,195,1,30,exist,11,"{'be', 'live', 'subsist', 'survive', 'exist'}",title:0:compound,e:0:isomer,1,10.1107/S1600536806001978
