subject,object,predicate,sentence,pred freq,sub freq,obj freq,char dist,word dist,stem,stem freq,synonyms,pred term,sub term,obj term,level,doc ID,changes
hexagonal symmetry,pure rotation and a deformation,be split into,For hexagonal symmetry the deviation may generally be split into two components a pure rotation and a deformation,1,1,1,60,10,split,1,"{'dissever', 'cleave', 'rive', 'separate', 'split', 'burst', 'divide', 'part'}",be:0:split into,hexagonal:0:symmetry,deformation:0:pure:0:rotation,1,10.1107/S0021889890010822,"conjugated with: be, postfix: into"
rotation  ndash  ,Kikuchi lines,depends,The precision on the elements of the rotation  ndash  axis and angle  ndash  depends strongly on the sharpness of the Kikuchi lines,5,1,1,64,11,depend,17,"{'count', 'reckon', 'depend', 'bet', 'calculate'}",depends,rotation:0:ndash,kikuchi:0:line,1,10.1107/S0021889890010822,
rotation  ndash  axis,sharpness of the Kikuchi lines,depends,The precision on the elements of the rotation  ndash  axis and angle  ndash  depends strongly on the sharpness of the Kikuchi lines,5,1,2,43,7,depend,17,"{'count', 'reckon', 'depend', 'bet', 'calculate'}",depends,rotation:0:ndash:1:axis,kikuchi:0:line:1:sharpness,2,10.1107/S0021889890010822,
elements of the rotation  ndash  axis,sharpness of the Kikuchi lines,depends,The precision on the elements of the rotation  ndash  axis and angle  ndash  depends strongly on the sharpness of the Kikuchi lines,5,1,2,43,7,depend,17,"{'count', 'reckon', 'depend', 'bet', 'calculate'}",depends,rotation:0:ndash:1:axis:2:element,kikuchi:0:line:1:sharpness,3,10.1107/S0021889890010822,
title compound,dinuclear structure,displays,The title compound Cu2C7H3NO42C12H12N6H2O2 middot H2O displays a discrete dinuclear structure in which the central CuII atom is fivecoordinated in a distorted squarebased pyramidal coordination geometry and the flexible ligand 14bis124triazol1ylmethylbenzene adopts a bismonodentate bridging mode linking the CuII atoms,16,304,1,56,6,display,20,"{'reveal', 'expose', 'exhibit', 'show', 'display'}",displays,title:0:compound,dinuclear:0:structure,1,10.1107/S1600536811022756,
adjacent molecules,C mdash,are connected via,In the crystal adjacent molecules are connected via intermolecular C mdash H,12,12,40,34,4,connect,56,"{'join', 'colligate', 'connect', 'tie', 'associate', 'link', 'unite', 'relate'}",are:0:connected via,adjacent:0:molecule,c:0:mdash,1,10.1107/S1600536811023282,"conjugated with: are, postfix: via"
adjacent molecules,C mdash H,are connected via,In the crystal adjacent molecules are connected via intermolecular C mdash H,12,12,61,34,4,connect,56,"{'join', 'colligate', 'connect', 'tie', 'associate', 'link', 'unite', 'relate'}",are:0:connected via,adjacent:0:molecule,c:0:mdash:1:h,2,10.1107/S1600536811023282,"conjugated with: are, postfix: via"
adjacent molecules,intermolecular C mdash H,are connected via,In the crystal adjacent molecules are connected via intermolecular C mdash H,12,12,22,19,3,connect,56,"{'join', 'colligate', 'connect', 'tie', 'associate', 'link', 'unite', 'relate'}",are:0:connected via,adjacent:0:molecule,intermolecular:2:c:0:mdash:1:h,3,10.1107/S1600536811023282,"conjugated with: are, postfix: via"
crystal structure,weak C mdash H,is stabilized by,Furthermore the crystal structure is stabilized by weak C mdash H,156,152,7,18,3,stabilize,182,"{'stabilize', 'brace', 'steady', 'stabilise'}",is:0:stabilized by,crystal:0:structure,weak:2:c:0:mdash:1:h,3,10.1107/S1600536811023282,"conjugated with: is, postfix: by"
title compound,lone pair,is in,The TeIV atom in the title compound TeC4H9C8H10BrCl2 or C12H19BrCl2Te is in a distorted  psi trigonal ndash bipyramidal geometry with the lone pair of electrons projected to occupy a position in the equatorial plane and with the Cl atoms being mutually trans 17248 emsp14 4 deg ,54,304,2,103,14,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",is in,title:0:compound,lone:0:pair,1,10.1107/S1600536811023142,postfix: in
TeIV atom in the title compound,ndash bipyramidal geometry,is in,The TeIV atom in the title compound TeC4H9C8H10BrCl2 or C12H19BrCl2Te is in a distorted  psi trigonal ndash bipyramidal geometry with the lone pair of electrons projected to occupy a position in the equatorial plane and with the Cl atoms being mutually trans 17248 emsp14 4 deg ,54,1,2,67,9,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",is in,title:0:compound:1:teiv:0:atom,ndash:0:bipyramidal:1:geometry,2,10.1107/S1600536811023142,postfix: in
primary connections,C mdash,are of,The primary connections between layers are of the type C mdash H,8,1,40,32,6,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",are of,primary:0:connection,c:0:mdash,1,10.1107/S1600536811024512,postfix: of
primary connections between layers,C mdash H,are of,The primary connections between layers are of the type C mdash H,8,2,61,17,4,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",are of,layer:1:primary:0:connection,c:0:mdash:1:h,2,10.1107/S1600536811024512,postfix: of
primary connections between layers,type C mdash H,are of,The primary connections between layers are of the type C mdash H,8,2,1,12,3,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",are of,layer:1:primary:0:connection,type:2:c:0:mdash:1:h,3,10.1107/S1600536811024512,postfix: of
title complex,extended layers,consists of,The crystal structure of the title complex ZnC7H6NO2S2H2On consists of extended layers parallel to 001 with 2pyridin4ylsulfanylacetate ligands bridging the ZnII atoms,57,19,2,29,3,consist,68,"{'comprise', 'lie', 'dwell', 'consist', 'belong'}",consists of,title:0:complex,extend:0:layer,1,10.1107/S1600536811024512,postfix: of
crystal structure of the title complex,extended layers,consists of,The crystal structure of the title complex ZnC7H6NO2S2H2On consists of extended layers parallel to 001 with 2pyridin4ylsulfanylacetate ligands bridging the ZnII atoms,57,3,2,29,3,consist,68,"{'comprise', 'lie', 'dwell', 'consist', 'belong'}",consists of,title:0:complex:1:crystal:0:structure,extend:0:layer,2,10.1107/S1600536811024512,postfix: of
O atom,rotation axis,are situated on,The ZnII and one O atom are situated on a crystallographic twofold rotation axis,4,9,7,44,6,situate,7,"{'locate', 'deposit', 'situate', 'posit'}",are:0:situated on,o:0:atom,rotation:0:axis,1,10.1107/S1600536811024512,"conjugated with: are, postfix: on"
O atom,twofold rotation axis,are situated on,The ZnII and one O atom are situated on a crystallographic twofold rotation axis,4,9,8,36,5,situate,7,"{'locate', 'deposit', 'situate', 'posit'}",are:0:situated on,o:0:atom,twofold:1:rotation:0:axis,2,10.1107/S1600536811024512,"conjugated with: are, postfix: on"
O atom,crystallographic twofold rotation axis,are situated on,The ZnII and one O atom are situated on a crystallographic twofold rotation axis,4,9,1,19,4,situate,7,"{'locate', 'deposit', 'situate', 'posit'}",are:0:situated on,o:0:atom,crystallographic:2:twofold:1:rotation:0:axis,3,10.1107/S1600536811024512,"conjugated with: are, postfix: on"
pyran ring,benzene ring,has,In the title compound C20H19NO5 the dihedral angle between the mean plane of the pyran ring which has a halfchair conformation and the benzene ring of the chromeno ring system is 721 emsp14 7 deg ,164,2,8,44,7,have,179,"{'feature', 'get', 'experience', 'let', 'have', 'receive', 'undergo', 'consume', 'give', 'hold', 'ingest', 'own', 'possess'}",has,pyran:0:ring,benzene:0:ring,1,10.1107/S1600536812051720,
pyran ring,benzene ring of the chromeno ring system,has,In the title compound C20H19NO5 the dihedral angle between the mean plane of the pyran ring which has a halfchair conformation and the benzene ring of the chromeno ring system is 721 emsp14 7 deg ,164,2,1,44,7,have,179,"{'feature', 'get', 'experience', 'let', 'have', 'receive', 'undergo', 'consume', 'give', 'hold', 'ingest', 'own', 'possess'}",has,pyran:0:ring,chromeno:0:ring:1:system:2:benzene:0:ring,3,10.1107/S1600536812051720,
title compound,independent molecules,contains,The asymmetric unit of the title compound C15H12N2O contains two independent molecules with different conformations the phenyl ring and indazole mean plane in the two molecules forming dihedral angles of 5082 emsp14 5 and 8929 emsp14 6 deg ,105,304,23,24,3,contain,134,"{'arrest', 'stop', 'comprise', 'curb', 'moderate', 'bear', 'check', 'incorporate', 'control', 'contain', 'carry', 'hold'}",contains,title:0:compound,independent:0:molecule,1,10.1107/S1600536812051811,
asymmetric unit of the title compound,two independent molecules with different conformations,contains,The asymmetric unit of the title compound C15H12N2O contains two independent molecules with different conformations the phenyl ring and indazole mean plane in the two molecules forming dihedral angles of 5082 emsp14 5 and 8929 emsp14 6 deg ,105,16,2,20,2,contain,134,"{'arrest', 'stop', 'comprise', 'curb', 'moderate', 'bear', 'check', 'incorporate', 'control', 'contain', 'carry', 'hold'}",contains,title:0:compound:1:asymmetric:0:unit,different:0:conformation:1:independent:0:molecule,2,10.1107/S1600536812051811,
hydroxy group,mdash H,is involved in,The hydroxy group is involved in a weak intramolecular O mdash H,47,8,128,40,7,involve,69,"{'affect', 'demand', 'necessitate', 'involve', 'take', 'require', 'imply', 'need', 'ask', 'postulate', 'regard'}",is:0:involved in,hydroxy:0:group,mdash:0:h,1,10.1107/S1600536812051938,"conjugated with: is, postfix: in"
hydroxy group,O mdash H,is involved in,The hydroxy group is involved in a weak intramolecular O mdash H,47,8,51,38,6,involve,69,"{'affect', 'demand', 'necessitate', 'involve', 'take', 'require', 'imply', 'need', 'ask', 'postulate', 'regard'}",is:0:involved in,hydroxy:0:group,o:1:mdash:0:h,2,10.1107/S1600536812051938,"conjugated with: is, postfix: in"
title molecule,envelope conformation,has,In the title molecule C11H13ClN2O the fivemembered ring has an envelope conformation,164,21,7,42,6,have,179,"{'feature', 'get', 'experience', 'let', 'have', 'receive', 'undergo', 'consume', 'give', 'hold', 'ingest', 'own', 'possess'}",has,title:0:molecule,envelope:0:conformation,1,10.1107/S1600536811024111,
title compound,tetrahedral geometry,adopts,The molecular structure of the title compound C22H34N3OP adopts a distorted tetrahedral geometry at the P atom with the most noticeable distortion being for the O mdash P mdash N angle 11753 emsp14 10 deg ,50,304,6,31,4,adopt,67,"{'adopt', 'assume', 'dramatize', 'acquire', 'take', 'espouse', 'dramatise', 'embrace', 'follow', 'borrow'}",adopts,title:0:compound,tetrahedral:0:geometry,1,10.1107/S1600536812050398,
most noticeable distortion,O mdash,being for,The molecular structure of the title compound C22H34N3OP adopts a distorted tetrahedral geometry at the P atom with the most noticeable distortion being for the O mdash P mdash N angle 11753 emsp14 10 deg ,3,3,5,15,3,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",being for,noticeable:0:distortion,o:0:mdash,1,10.1107/S1600536812050398,postfix: for
most noticeable distortion,O mdash P mdash,being for,The molecular structure of the title compound C22H34N3OP adopts a distorted tetrahedral geometry at the P atom with the most noticeable distortion being for the O mdash P mdash N angle 11753 emsp14 10 deg ,3,3,1,15,3,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",being for,noticeable:0:distortion,p:0:mdash:1:o:0:mdash,2,10.1107/S1600536812050398,postfix: for
