subject,object,predicate,sentence,pred freq,sub freq,obj freq,char dist,word dist,root,root freq,synonyms,pred term,sub term,obj term,level,doc ID
kappa 3O prime  prime,hydrothermal conditions,synthesized under,O prime  prime  kappa 3O prime  prime OO prime bis4 prime phenyl22 prime 6 prime 2 prime  prime terpyridine kappa 3NN prime N prime  prime cobaltII Co2C14H8O52C21H15N32 1 has been synthesized under hydrothermal conditions,2,2,3,161,25,synthesize,22,"{'synthesise', 'synthesize'}",synthesized under,kappa:1:prime:0:prime,hydrothermal:0:condition,2,10.1107/S2053229616006677
CoII cation,N atoms,is surrounded by,In the crystal structure each CoII cation is surrounded by three N atoms of a PTP ligand and three O atoms two from a bidentate and one from a symmetryrelated monodentate 44 prime oxydibenzoate,9,2,22,24,4,surround,9,"{'border', 'skirt', 'environ', 'ring', 'circumvent', 'besiege', 'wall', 'beleaguer', 'surround', 'round', 'fence', 'smother', 'palisade', 'encircle', 'circle'}",is:0:surrounded by,coii:0:cation,n:0:atom,1,10.1107/S2053229616006677
CoII cation,three N atoms of a PTP ligand,is surrounded by,In the crystal structure each CoII cation is surrounded by three N atoms of a PTP ligand and three O atoms two from a bidentate and one from a symmetryrelated monodentate 44 prime oxydibenzoate,9,2,1,18,3,surround,9,"{'border', 'skirt', 'environ', 'ring', 'circumvent', 'besiege', 'wall', 'beleaguer', 'surround', 'round', 'fence', 'smother', 'palisade', 'encircle', 'circle'}",is:0:surrounded by,coii:0:cation,ptp:0:ligand:1:n:0:atom,2,10.1107/S2053229616006677
title compound,saturable absorption,shows,The title compound shows a strong thirdorder NLO saturable absorption SA while PTP exhibits a thirdorder NLO reverse saturable absorption RSA,51,302,1,31,5,show,150,"{'point', 'exhibit', 'reveal', 'demo', 'show', 'testify', 'indicate', 'establish', 'render', 'display', 'prove', 'shew', 'demonstrate', 'express', 'evince', 'evidence', 'present', 'picture', 'depict'}",shows,title:0:compound,saturable:0:absorption,1,10.1107/S2053229616006677
title compound,reverse saturable absorption,shows,The title compound shows a strong thirdorder NLO saturable absorption SA while PTP exhibits a thirdorder NLO reverse saturable absorption RSA,51,302,2,91,14,show,150,"{'point', 'exhibit', 'reveal', 'demo', 'show', 'testify', 'indicate', 'establish', 'render', 'display', 'prove', 'shew', 'demonstrate', 'express', 'evince', 'evidence', 'present', 'picture', 'depict'}",shows,title:0:compound,reverse:1:saturable:0:absorption,2,10.1107/S2053229616006677
title compound,reverse saturable absorption,exhibits,The title compound shows a strong thirdorder NLO saturable absorption SA while PTP exhibits a thirdorder NLO reverse saturable absorption RSA,38,302,2,91,14,exhibit,46,"{'expose', 'exhibit', 'parade', 'present', 'display', 'demo', 'show', 'march', 'demonstrate'}",exhibits,title:0:compound,reverse:1:saturable:0:absorption,2,10.1107/S2053229616006677
title salt,two molecules of thiourea,contains,The asymetric unit of the title salt 3CH5N2S middot 3Cl minus  middot 2CH4N2S contains two molecules of thiourea three diaminomethylidenesulfonium cations and three chloride anions,108,3,2,51,7,contain,134,"{'contain', 'stop', 'bear', 'arrest', 'control', 'curb', 'comprise', 'incorporate', 'check', 'moderate', 'hold', 'carry'}",contains,title:0:salt,thiourea:0:molecule,1,10.1107/S1600536811052809
asymetric unit of the title salt,two molecules of thiourea,contains,The asymetric unit of the title salt 3CH5N2S middot 3Cl minus  middot 2CH4N2S contains two molecules of thiourea three diaminomethylidenesulfonium cations and three chloride anions,108,1,2,51,7,contain,134,"{'contain', 'stop', 'bear', 'arrest', 'control', 'curb', 'comprise', 'incorporate', 'check', 'moderate', 'hold', 'carry'}",contains,title:0:salt:1:asymetric:0:unit,thiourea:0:molecule,2,10.1107/S1600536811052809
crystal packing,mdash H,is stabilized by,The crystal packing is stabilized by N mdash H,156,91,128,20,4,stabilize,182,"{'steady', 'stabilize', 'stabilise', 'brace'}",is:0:stabilized by,crystal:0:pack,mdash:0:h,1,10.1107/S1600536811052809
crystal packing,N mdash H,is stabilized by,The crystal packing is stabilized by N mdash H,156,91,50,18,3,stabilize,182,"{'steady', 'stabilize', 'stabilise', 'brace'}",is:0:stabilized by,crystal:0:pack,n:1:mdash:0:h,2,10.1107/S1600536811052809
S interactions,molecules in the crystal,link,S interactions link the molecules in the crystal into an infinite threedimensional network,61,2,1,10,2,link,178,"{'yoke', 'join', 'tie', 'colligate', 'relate', 'associate', 'link', 'connect', 'unite'}",link,s:0:interaction,crystal:0:molecule,1,10.1107/S1600536802000211
title compound,twofold symmetry,displays,The molecule of the title compound C20H20O2 displays crystallographic twofold symmetry,16,302,4,36,3,display,20,"{'expose', 'exhibit', 'display', 'reveal', 'show'}",displays,title:0:compound,twofold:0:symmetry,1,10.1107/S1600536802002933
molecule of the title compound,crystallographic twofold symmetry,displays,The molecule of the title compound C20H20O2 displays crystallographic twofold symmetry,16,4,3,19,2,display,20,"{'expose', 'exhibit', 'display', 'reveal', 'show'}",displays,title:0:compound:1:molecule,crystallographic:1:twofold:0:symmetry,2,10.1107/S1600536802002933
title compound,oxidative addition,formed by,The title compound C27H35NO7S is selectively formed by the oxidative addition of a  beta,12,302,1,41,6,form,139,"{'mould', 'spring', 'shape', 'organize', 'form', 'mold', 'imprint', 'constitute', 'organise', 'forge'}",formed by,title:0:compound,oxidative:0:addition,1,10.1107/S1600536802000971
title compound,oxidative addition of a  beta,formed by,The title compound C27H35NO7S is selectively formed by the oxidative addition of a  beta,12,302,1,41,6,form,139,"{'mould', 'spring', 'shape', 'organize', 'form', 'mold', 'imprint', 'constitute', 'organise', 'forge'}",formed by,title:0:compound,beta:1:oxidative:0:addition,2,10.1107/S1600536802000971
stereogenic centres,facial selectivity,allows,The determination from Xray analysis of the absolute configuration of two newly created stereogenic centres allows us to understand the facial selectivity of the addition,29,2,2,29,5,allow,47,"{'leave', 'permit', 'reserve', 'earmark', 'countenance', 'grant', 'provide', 'admit', 'let', 'allow', 'appropriate'}",allows,stereogenic:0:centre,facial:0:selectivity,1,10.1107/S1600536802000971
stereogenic centres,facial selectivity,understand,The determination from Xray analysis of the absolute configuration of two newly created stereogenic centres allows us to understand the facial selectivity of the addition,8,2,2,29,5,understand,11,"{'empathize', 'see', 'sympathise', 'realize', 'infer', 'realise', 'translate', 'sympathize', 'understand', 'empathise', 'interpret'}",understand,stereogenic:0:centre,facial:0:selectivity,1,10.1107/S1600536802000971
newly created stereogenic centres,facial selectivity of the addition,allows,The determination from Xray analysis of the absolute configuration of two newly created stereogenic centres allows us to understand the facial selectivity of the addition,29,2,4,29,5,allow,47,"{'leave', 'permit', 'reserve', 'earmark', 'countenance', 'grant', 'provide', 'admit', 'let', 'allow', 'appropriate'}",allows,newly:0:create:1:stereogenic:0:centre,addition:1:facial:0:selectivity,2,10.1107/S1600536802000971
newly created stereogenic centres,facial selectivity of the addition,understand,The determination from Xray analysis of the absolute configuration of two newly created stereogenic centres allows us to understand the facial selectivity of the addition,8,2,4,29,5,understand,11,"{'empathize', 'see', 'sympathise', 'realize', 'infer', 'realise', 'translate', 'sympathize', 'understand', 'empathise', 'interpret'}",understand,newly:0:create:1:stereogenic:0:centre,addition:1:facial:0:selectivity,2,10.1107/S1600536802000971
absolute configuration of two newly created stereogenic centres,facial selectivity of the addition,allows,The determination from Xray analysis of the absolute configuration of two newly created stereogenic centres allows us to understand the facial selectivity of the addition,29,2,4,29,5,allow,47,"{'leave', 'permit', 'reserve', 'earmark', 'countenance', 'grant', 'provide', 'admit', 'let', 'allow', 'appropriate'}",allows,newly:0:create:1:stereogenic:0:centre:2:absolute:0:configuration,addition:1:facial:0:selectivity,3,10.1107/S1600536802000971
absolute configuration of two newly created stereogenic centres,facial selectivity of the addition,understand,The determination from Xray analysis of the absolute configuration of two newly created stereogenic centres allows us to understand the facial selectivity of the addition,8,2,4,29,5,understand,11,"{'empathize', 'see', 'sympathise', 'realize', 'infer', 'realise', 'translate', 'sympathize', 'understand', 'empathise', 'interpret'}",understand,newly:0:create:1:stereogenic:0:centre:2:absolute:0:configuration,addition:1:facial:0:selectivity,3,10.1107/S1600536802000971
lactone matricarin,chair conformation,is composed of,The structure of the sesquiterpene lactone matricarin C17H20O2 is composed of a sevenmembered ring that adopts a chair conformation fused to two fivemembered rings one of which is essentially planar and the other exhibits an envelope conformation,10,1,14,60,10,compose,13,"{'frame', 'pen', 'compile', 'write', 'indite', 'compose'}",is:0:composed of,lactone:0:matricarin,chair:0:conformation,1,10.1107/S1600536802002982
chair conformation,envelope conformation,fused to,The structure of the sesquiterpene lactone matricarin C17H20O2 is composed of a sevenmembered ring that adopts a chair conformation fused to two fivemembered rings one of which is essentially planar and the other exhibits an envelope conformation,5,3,7,94,16,fuse,7,"{'fuse', 'merge', 'combine', 'flux', 'blend', 'immix', 'conflate', 'commingle', 'mix', 'coalesce', 'meld'}",fused to,chair:0:conformation,envelope:0:conformation,1,10.1107/S1600536802002982
chair conformation,the other exhibits an envelope conformation,fused to,The structure of the sesquiterpene lactone matricarin C17H20O2 is composed of a sevenmembered ring that adopts a chair conformation fused to two fivemembered rings one of which is essentially planar and the other exhibits an envelope conformation,5,3,2,72,12,fuse,7,"{'fuse', 'merge', 'combine', 'flux', 'blend', 'immix', 'conflate', 'commingle', 'mix', 'coalesce', 'meld'}",fused to,chair:0:conformation,exhibit:1:envelope:0:conformation,2,10.1107/S1600536802002982
ring that adopts a chair conformation,the other exhibits an envelope conformation,fused to,The structure of the sesquiterpene lactone matricarin C17H20O2 is composed of a sevenmembered ring that adopts a chair conformation fused to two fivemembered rings one of which is essentially planar and the other exhibits an envelope conformation,5,1,2,72,12,fuse,7,"{'fuse', 'merge', 'combine', 'flux', 'blend', 'immix', 'conflate', 'commingle', 'mix', 'coalesce', 'meld'}",fused to,chair:0:conformation:1:adopt:2:ring,exhibit:1:envelope:0:conformation,3,10.1107/S1600536802002982
title compound,independent molecules,contains,The asymmetric unit of the title compound C17H23NO contains two independent molecules,108,302,23,23,3,contain,134,"{'contain', 'stop', 'bear', 'arrest', 'control', 'curb', 'comprise', 'incorporate', 'check', 'moderate', 'hold', 'carry'}",contains,title:0:compound,independent:0:molecule,1,10.1107/S1600536811056194
asymmetric unit of the title compound,independent molecules,contains,The asymmetric unit of the title compound C17H23NO contains two independent molecules,108,16,23,23,3,contain,134,"{'contain', 'stop', 'bear', 'arrest', 'control', 'curb', 'comprise', 'incorporate', 'check', 'moderate', 'hold', 'carry'}",contains,title:0:compound:1:asymmetric:0:unit,independent:0:molecule,2,10.1107/S1600536811056194
hydroxy group,mdash H,is involved in,In both molecules the hydroxy group is involved in the formation of an intramolecular O mdash H,47,8,128,53,9,involve,69,"{'need', 'affect', 'imply', 'ask', 'take', 'require', 'postulate', 'involve', 'necessitate', 'regard', 'demand'}",is:0:involved in,hydroxy:0:group,mdash:0:h,1,10.1107/S1600536811056194
hydroxy group,O mdash H,is involved in,In both molecules the hydroxy group is involved in the formation of an intramolecular O mdash H,47,8,51,51,8,involve,69,"{'need', 'affect', 'imply', 'ask', 'take', 'require', 'postulate', 'involve', 'necessitate', 'regard', 'demand'}",is:0:involved in,hydroxy:0:group,o:1:mdash:0:h,2,10.1107/S1600536811056194
methyl group,difference in the packing,determines,The presence of a methyl group on the isatin N atom determines the difference in the packing in I the molecules are linked into chains which lie in the crystallographic 102 plane and run perpendicular to the b axis while in II the molecules are arranged to form helices running parallel to a crystallographic screw axis in the a direction,3,3,3,37,7,determine,108,"{'settle', 'see', 'watch', 'decide', 'find', 'shape', 'learn', 'determine', 'set', 'fix', 'specify', 'influence', 'limit', 'mold', 'ascertain', 'regulate'}",determines,methyl:0:group,pack:0:difference,1,10.1107/S0108270105024959
difference in the packing,screw axis,are linked into,The presence of a methyl group on the isatin N atom determines the difference in the packing in I the molecules are linked into chains which lie in the crystallographic 102 plane and run perpendicular to the b axis while in II the molecules are arranged to form helices running parallel to a crystallographic screw axis in the a direction,13,9,3,217,37,link,178,"{'yoke', 'join', 'tie', 'colligate', 'relate', 'associate', 'link', 'connect', 'unite'}",are:0:linked into,pack:0:difference,screw:0:axis,1,10.1107/S0108270105024959
difference in the packing,screw axis,are arranged to,The presence of a methyl group on the isatin N atom determines the difference in the packing in I the molecules are linked into chains which lie in the crystallographic 102 plane and run perpendicular to the b axis while in II the molecules are arranged to form helices running parallel to a crystallographic screw axis in the a direction,3,9,3,217,37,arrange,15,"{'coiffure', 'arrange', 'coif', 'put', 'order', 'stage', 'format'}",are:0:arranged to,pack:0:difference,screw:0:axis,1,10.1107/S0108270105024959
difference in the packing,screw axis,form,The presence of a methyl group on the isatin N atom determines the difference in the packing in I the molecules are linked into chains which lie in the crystallographic 102 plane and run perpendicular to the b axis while in II the molecules are arranged to form helices running parallel to a crystallographic screw axis in the a direction,48,9,3,217,37,form,139,"{'mould', 'spring', 'shape', 'organize', 'form', 'mold', 'imprint', 'constitute', 'organise', 'forge'}",form,pack:0:difference,screw:0:axis,1,10.1107/S0108270105024959
isatin N atom,difference in the packing,determines,The presence of a methyl group on the isatin N atom determines the difference in the packing in I the molecules are linked into chains which lie in the crystallographic 102 plane and run perpendicular to the b axis while in II the molecules are arranged to form helices running parallel to a crystallographic screw axis in the a direction,3,1,3,16,2,determine,108,"{'settle', 'see', 'watch', 'decide', 'find', 'shape', 'learn', 'determine', 'set', 'fix', 'specify', 'influence', 'limit', 'mold', 'ascertain', 'regulate'}",determines,isatin:0:n:1:atom,pack:0:difference,2,10.1107/S0108270105024959
