"L domain and K domain" "joined" "linker region" .
"calculated powder diffraction data" "check" "successful application of the LOT method" .
"crystal packing" "stabilized by" "van der Waals interactions" .
"crystal packing" "is determined by" "hydrogen bonds" .
"kinetic experiments" "showed" "strong preferences" .
"dinuclear units" "are linked into" "mdash H" .
"resolution data" "collected from" "single crystal" .
"title compound" "obtained through" "metallation of the corresponding free base with PtCl2" .
"function correction" "facilitates" "different geometries" .
"vapochromic crystals" "are reported" "vapochromic organic crystals" .
"structural data and the homology to other chaperone proteins" "suggests" "involvement in protein folding" .
"yellow crystals" "returned to" "brown dihydrate" .
"solid state high resolution" "revealed" "two separate signals of protonated and nonprotonated N atoms" .
"title compound" "contains" "centrosymmetric polyvanadate clusters" .
"for example texture" "govern" "physical properties" .
"crystal structure" "is established by" "intermolecular  pi  ndash  " .
"difference in the two crystal forms" "be caused by" "binding of FOB" .
"Possible speculations" "are as" "minor redox" .
"Chlorpropamide molecule" "obtain" "molecular conformations" .
"forbidden reflection 442 in silicon between room temperature and 700 K" "verified" "multiple beam diffraction" .
"open questions" "regarding regarding" "relative stability and crystallization conditions" .
"many novel materials with improved properties" "show" "heavily disordered or nanoscale structural features which are difficult to characterize using conventional crystallographic technique alone" .
"centrosymmetric molecule" "shows" "angle distortion" .
"H mdash" "observed" "two parts of the complex" .
"DHOD crystal" "shows" "class 1A DHOD" .
"recent times" "determine" "nature of chemical species present in 2D and 3D" .
"unit cell" "contains" "four cytidine analogue and four water molecules" .
"interference pattern" "studied" "spectral range" .
"Mycobacterium tuberculosis" "indicating" "clamp arrangement" .
"crystallographic twofold rotation axis" "passes through" "Zn atom" .
"temperature range" "designed" "structural evolution" .
"complete native data" "collected" "structure determination" .
"experimental programmes" "is given" "metallic alloys" .
"Initial crystals" "exhibited" "strong twinning" .
"network formed by these ions" "is based on" "strong O mdash H" .
"powder diffraction" "allows" "average size" .
"molecular packing in the crystal structure" "is stabilized by" "intramolecular hydrogen bond and van" .
"Single crystals" "using" "recombinant protein" .
"Patterson maps" "had" "significant peaks" .
"mass fractals" "lies on" "mass fractal dimension" .
"increased thermal stability" "compared with" "B PR structures" .
"crystallographically independent chains" "is formed by" "alternating independent molecules" .
"cell envelope of the thermophilic bacterium Thermus thermophilus" "includes" "integral outer membrane proteins" .
"ferroelastic domain pairs" "are listed" "tensor distinction" .
"linear relationships between the molecules or fragments easily visualized" "produce" "diagrams clearly displaying the molecular similarities and differences" .
"solvent molecule" "completes" "ReI centre" .
"title molecule" "is twisted" "dihedral angle" .
"cubic crystals" "belonged to" "space group" .
"number of test calculations" "determine" "effects of errors in the data" .
"crystal structure" "involves" "C mdash H" .
"Pi sampling method" "is derived from" "incomplete factorial approach" .
"c cell lengths" "compared with" "the orthorhombic Cmcm structure previously reported in the literature" .
"absolute optical chirality" "provides" "absolute configuration" .
"generation drug chlorpropamide" "be crystallized in" "different polymorphs" .
"in the crystal and in solution" "carried" "protein structure" .
"equivalent sublattices" "exceed" "total number" .
"Structural and functional studies" "increase" "reproducibility of the data" .
"formamide and ethoxy groups" "oriented at" "mean plane of the benzene ring" .
"PCXXC signature" "constitute" "binding hole" .
"Helical supramolecular chains" "are found in" "crystal structure" .
"crystal packing" "linking" "poymeric chains" .
"O contacts" "combine with" "weak C mdash" .
"goal of finding new materials" "was to" "existing materials" .
"present experiment" "increase" "effective width" .
"mutational analysis" "carried" "substrate recognition" .
"WhNV B2 protein" "has been" "Escherichia coli" .
"Schiff base complex" "features" "coordination geometry" .
"title compound" "shows" "mdash H" .
"Photoluminescent investigations" "reveal" "strong emission" .
"inversion center" "bound to" "two tetrahydrofuran ligands and four chloro ligands that bridge" .
"Two ester molecules" "are connected by" "intermolecular N mdash H" .
"total path" "has diminishing" "disorder in the crystal lattice itself" .
"protective layer" "has been" "test sample" .
"coordination around zinc" "is completed by" "methyl and tetrahydrofuran ligands" .
"methyl group" "determines" "difference in the packing" .
"apex of the pyramid" "is occupied by" "O atom of the coordinated water molecule" .
"Transmission electron microscopy" "revealed" "drastic change in particle shape after 64 emsp14 h of milling" .
"model building and refinement" "supporting" "poor indicator of data quality for purposes of refinement" .
"complex molecules" "are linked by" "mdash H" .
"conformational change" "linking" "clathrin recruitment" .
"benzene rings" "lie to" "central ring" .
"N atom" "makes" "hydrogen bonds" .
"Computed Tomography imaging techniques" "studying" "catalytic solids" .
"c axis" "connected by" "C mdash H" .
"The polymorphs that constitute most Portland cements" "have been" "tricalcium silicate" .
"crystal structure" "involves" "intermolecular C mdash H" .
"diffraction spots" "simulating" "hexagonal structure" .
"open position" "facilitating" "substrate access" .
"SPM limit" "be raised to" "room temperature" .
"ZnII atom" "is coordinated by" "N atoms" .
"close contacts" "link" "neighbouring molecules" .
"nitrate anion" "disordered with" "major components" .
"March function correction" "facilitates" "results obtained in the different geometries" .
"title compound" "crystallizes with" "two independent molecules in the asymmetric unit" .
"series of profiles" "is implemented by" "unfolding procedure" .
"variable sample table and detector positions" "allow" "full range of sample environments" .
"nonparametric kernel" "implemented to" "multiple parameters" .
"complete data set" "collected to" "single native crystal using synchrotron radiation" .
"aqueous solutions at low temperatures" "according to" "liquid phase diagram" .
"upcoming commissioning tests" "submit" "Laue diffraction experiments" .
"absolute structure" "established" "chiral centre" .
"bulk modulus" "has been" "volumetric compressibility" .
"high precision" "rotating" "conventional EXAFS experiment" .
"oxidation product" "has been" "cell differentiation" .
"rocking curves" "were compared with" "theoretical calculations" .
"proteasome system" "plays" "important role" .
"data set" "was of" "high quality" .
"benzene rings" "are arranged in" "trans conformation" .
"Transmission electron" "revealed" "drastic change" .
"molecular weights differing by 185 emsp14 Da" "corresponding to" "different cleavage sites" .
"exposure time" "obtained from" "single crystals" .
"modified enzyme" "bound" "different crystal form" .
"hydrogen bonds and packing interactions" "result in" "hydrophobic areas" .
"Current protocols" "require" "manual inspection" .
"aluminium barium lanthanum ruthenium" "has been" "neutron powder diffraction" .
"dihydropyrimidine ring" "adopts" "boat conformation" .
"micellar surface" "adding" "sodium dodecyl" .
"enantiomers of acetolactate" "give" "single enantiomer" .
"Rocking curves" "are performed" "full widths at half maximum" .
"Overwhelming evidence" "improve" "refinement of atomic models" .
"diffraction experiments" "are used to" "phase difference" .
"alpha  helices and  beta  sheets" "starting" "structure solution in ACORN" .
"hydrogen bonds" "indicated in" "H NMR spectrum" .
"new materials" "consider" "existing materials" .
"new regulatory sites of CTD" "setting" "possibility of combinatorial mechanisms for transcription regulation" .
"energy scale" "reflects" "drastic variation" .
"Two loops" "move towards" "ribosyl and phosphate" .
"aluminium barium lanthanum ruthenium" "using" "neutron powder diffraction" .
"SPINE standard" "meets" "automatic sample exchange" .
"isomerization state" "lead to" "differentiated outcome" .
"highly perfect silicon crystal" "were taken in" "extremely asymmetric schemes" .
"recent times" "made to" "chemical species present in 2D and 3D" .
"sample thickness" "being" "linear dislocations" .
"twofold axis" "is coordinated by" "four aqua ligands" .
"asymmetric unit" "contains" "crystallographically independent molecules" .
"crystal structure" "is stabilized by" "O mdash H" .
"normalized structure factor" "given given" "extensive numerical examination" .
"molecular skeleton" "curved with" "dihedral angle" .
"packing of the molecules in the lattice" "is directed by" "strong O mdash H" .
"different hkl reflections" "leading to" "loss of intensity in the transmitted beam" .
"mean plane" "being" "N atom" .
"IrIII atom" "is coordinated by" "kappa S ligand" .
"phase information" "observed" "de novo NCS averaging" .
"crystal structure of famotidine form B" "has been" "powder diffraction data" .
"title compound" "shows" "metal ion" .
"Pd atom" "is coordinated by" "S atoms" .
"planes of the two amide groups" "intersect at" "a chain that is slightly more bent" .
"promising alternative fuel" "provided" "compact way" .
